City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Dasoguz,TM,41.8363,59.9666,50.11,28,0,10.47,clear sky
467,Miraflores,MX,19.2167,-98.8083,62.02,72,87,1.9,overcast clouds
468,Swan Hill,AU,-35.3378,143.5544,46.38,90,0,10.16,clear sky
469,Tucuman,AR,-26.8241,-65.2226,82.45,31,86,10.89,overcast clouds
470,Fairbanks,US,64.8378,-147.7164,28.42,88,89,3.02,overcast clouds
471,Wagar,SD,16.1525,36.2032,93.83,16,9,4.25,clear sky
472,Barre,US,44.197,-72.5021,48.18,64,1,6.91,clear sky
473,Alekseyevsk,RU,57.8406,108.3492,34.75,95,99,6.22,overcast clouds
474,Gat,IL,31.61,34.7642,74.08,100,0,9.75,clear sky
475,Kalmunai,LK,7.4167,81.8167,79.54,79,64,1.66,broken clouds
476,Valparaiso,CL,-33.0393,-71.6273,67.64,57,0,11.5,clear sky
477,Port Augusta,AU,-32.5,137.7667,46.71,69,1,11.79,clear sky
478,Ciudad Bolivar,VE,8.1222,-63.5497,83.75,67,85,8.05,overcast clouds
479,Yarmouth,US,41.7057,-70.2286,63.09,83,75,17.0,broken clouds
480,Westerland,DE,54.9079,8.3033,50.18,71,20,10.36,few clouds
481,Araouane,ML,18.9048,-3.5265,96.22,15,20,2.66,few clouds
482,Yarada,IN,17.65,83.2667,82.72,78,75,0.0,mist
483,Richards Bay,ZA,-28.783,32.0377,75.79,76,9,3.2,clear sky
484,Foumbot,CM,5.5079,10.6356,72.75,83,81,1.99,broken clouds
485,Gigmoto,PH,13.7796,124.39,79.07,88,100,4.36,light rain
486,Angol,CL,-37.8,-72.7167,61.61,43,71,4.47,broken clouds
487,Taoudenni,ML,22.6783,-3.9836,93.33,15,0,3.71,clear sky
488,Moline,US,41.5067,-90.5151,51.85,67,1,5.75,clear sky
489,Benghazi,LY,32.1167,20.0667,78.89,46,9,4.36,clear sky
490,Guarapari,BR,-20.6667,-40.4975,76.32,77,28,12.75,scattered clouds
491,Khandyga,RU,62.6667,135.6,0.75,98,53,2.15,broken clouds
492,Noumea,NC,-22.2763,166.4572,67.98,84,92,9.6,overcast clouds
493,Yenagoa,NG,4.9247,6.2642,73.24,98,100,2.06,light rain
494,Ha Tinh,VN,18.3333,105.9,68.07,81,99,5.41,overcast clouds
495,Marion,US,39.7684,-86.1555,56.41,77,75,5.75,broken clouds
496,San Diego,US,32.7153,-117.1573,63.27,90,90,0.0,overcast clouds
497,Shimoda,JP,34.6667,138.95,52.11,66,87,12.91,overcast clouds
498,Khudumelapye,BW,-23.8833,24.75,86.09,9,0,15.68,clear sky
499,Warrington,GB,53.3925,-2.5802,54.81,76,75,1.01,broken clouds
500,Bati,ET,11.1833,40.0167,70.27,37,21,3.69,few clouds
501,Shelburne,CA,44.0787,-80.2041,43.56,75,99,3.53,overcast clouds
502,Krasnoselkup,RU,65.7,82.4667,32.58,98,100,13.35,light snow
503,Aksarka,RU,66.5606,67.7975,30.63,95,98,9.93,overcast clouds
504,Vilhena,BR,-12.7406,-60.1458,92.62,38,62,7.07,broken clouds
505,Wawa,NG,9.9022,4.4192,82.26,67,71,8.46,light rain
506,Inhambane,MZ,-23.865,35.3833,75.15,80,0,17.74,clear sky
507,Mweka,CD,-4.85,21.5667,80.49,60,84,2.13,broken clouds
508,Kaeo,NZ,-35.1,173.7833,61.32,98,100,7.2,overcast clouds
509,Carmelo,UY,-33.9892,-58.2856,69.21,66,82,8.46,light rain
510,Seabra,BR,-12.4186,-41.7703,80.35,62,100,8.03,overcast clouds
511,Pathein,MM,16.7833,94.7333,75.88,92,60,1.63,broken clouds
512,Labrea,BR,-7.2586,-64.7981,100.27,33,16,5.46,few clouds
513,Bialystok,PL,53.1333,23.15,40.19,76,67,10.94,broken clouds
514,Guerrero Negro,MX,27.9769,-114.0611,68.54,70,5,14.72,clear sky
515,La Asuncion,VE,11.0333,-63.8628,82.63,73,65,17.22,broken clouds
516,Chipinge,ZW,-20.1883,32.6236,83.43,31,58,8.57,broken clouds
517,Hornepayne,CA,49.2138,-84.7705,34.81,97,100,8.1,light rain
518,Roald,NO,62.5833,6.1333,46.33,65,20,8.05,few clouds
519,Semey,KZ,50.4111,80.2275,46.78,53,100,19.42,overcast clouds
520,Bandarbeyla,SO,9.4942,50.8122,78.75,75,9,11.83,clear sky
521,Seidu,SL,9.0167,-10.6,81.05,70,93,4.59,light rain
522,Nikolayevsk-Na-Amure,RU,53.1406,140.73,29.07,97,38,4.41,scattered clouds
523,Akhaldaba,GE,41.654,42.1516,47.43,71,0,2.3,clear sky
524,Talnakh,RU,69.4865,88.3972,21.7,96,100,6.69,light snow
525,Provost,CA,52.3501,-110.2683,37.04,57,100,15.55,light rain
526,General Roca,AR,-39.0333,-67.5833,69.62,17,0,22.17,clear sky
527,Sabang,ID,5.8933,95.3214,81.66,76,98,5.28,light rain
528,Wuan,CN,31.6836,112.0044,53.94,59,45,5.14,scattered clouds
529,Chumikan,RU,54.7183,135.315,39.18,77,66,22.84,broken clouds
530,Presidente Epitacio,BR,-21.7633,-52.1156,88.3,39,56,14.67,broken clouds
531,Voskresenskoye,RU,56.8381,45.4317,44.24,75,98,6.58,light rain
532,Bereda,ES,43.2686,-7.5406,65.41,68,100,3.38,overcast clouds
533,Preston,GB,53.7667,-2.7167,55.15,78,100,1.01,overcast clouds
534,Digby,CA,44.6169,-65.7655,62.69,80,100,4.56,overcast clouds
535,Pinar Del Rio,CU,22.4175,-83.6981,84.63,63,99,7.07,overcast clouds
536,Deputatskiy,RU,69.3,139.9,-8.48,99,90,2.98,overcast clouds
537,Villa Carlos Paz,AR,-31.4241,-64.4978,67.39,64,81,10.0,broken clouds
538,Port-Cartier,CA,50.0334,-66.8654,48.42,93,100,4.5,overcast clouds
539,Turochak,RU,52.2576,87.1224,39.81,55,98,2.57,overcast clouds
540,Vanimo,PG,-2.6741,141.3028,77.45,89,68,5.88,broken clouds
541,Surt,LY,31.2089,16.5887,86.79,30,100,14.63,overcast clouds
542,Dhidhdhoo,MV,6.8833,73.1,81.72,79,100,14.76,overcast clouds
543,Rio Grande,BR,-32.035,-52.0986,69.91,91,100,8.72,moderate rain
544,Shimorskoye,RU,55.3244,42.0267,44.46,67,74,11.59,broken clouds
545,Show Low,US,34.2542,-110.0298,60.71,42,1,21.85,clear sky
546,Rio Pardo,BR,-29.9897,-52.3781,72.07,84,100,4.92,moderate rain
547,Xuanhua,CN,40.6103,115.0447,45.68,46,1,1.7,clear sky
548,Tremedal,BR,-14.9758,-41.4108,82.72,58,100,5.93,overcast clouds
549,High Rock,BS,26.6208,-78.2833,80.01,78,95,12.28,overcast clouds
550,Mackenzie,CA,55.2999,-123.1698,38.25,94,85,2.62,overcast clouds
551,San Carlos De Bariloche,AR,-41.1456,-71.3082,50.61,53,32,14.5,scattered clouds
552,Portsmouth,GB,50.799,-1.0913,57.9,72,88,1.99,overcast clouds
553,Catamarca,AR,-28.4696,-65.7852,82.04,51,0,11.01,clear sky
554,Galle,LK,6.0367,80.217,80.92,75,15,7.47,few clouds
555,Bullhead City,US,35.1478,-114.5683,75.72,30,75,5.75,broken clouds
556,Coihaique,CL,-45.5752,-72.0662,50.61,50,20,9.22,few clouds
557,Sayat,TM,38.7839,63.8803,53.58,27,0,10.04,clear sky
558,Dandong,CN,40.1292,124.3947,44.96,63,0,1.72,clear sky
559,Timizart,DZ,36.8,4.2667,63.63,82,98,5.21,light rain
560,Yuryuzan,RU,54.8633,58.4219,47.1,77,33,10.76,scattered clouds
561,Atkinson,US,42.8384,-71.147,56.89,63,1,1.01,clear sky
562,Singaparna,ID,-7.3515,108.111,73.44,96,96,1.39,overcast clouds
563,Chicama,PE,-7.8447,-79.1469,72.39,64,63,9.42,broken clouds
564,Boras,SE,57.721,12.9401,44.62,67,78,1.7,broken clouds
565,Hami,CN,42.8,93.45,50.83,38,100,8.32,overcast clouds
566,Abrau-Dyurso,RU,44.69,37.59,60.26,82,98,7.92,overcast clouds
567,Metro,ID,-5.1131,105.3067,76.68,89,96,4.25,overcast clouds
568,Kasungu,MW,-13.0333,33.4833,84.43,24,16,9.84,few clouds
569,The Pas,CA,53.8251,-101.2541,35.62,100,90,8.05,mist
570,Polunochnoye,RU,60.8697,60.4153,39.04,75,69,13.29,broken clouds
571,Adre,TD,13.4667,22.2,87.35,21,7,11.07,clear sky
572,Jiangyou,CN,31.7667,104.7167,56.68,82,100,2.06,light rain
573,Maniitsoq,GL,65.4167,-52.9,25.41,52,59,8.32,broken clouds
574,Sarkand,KZ,45.41,79.9186,38.89,45,7,4.18,clear sky
575,Diamantino,BR,-14.4086,-56.4461,96.78,37,100,9.15,overcast clouds
576,Lasa,IT,46.6166,10.7002,52.54,56,6,1.92,clear sky
577,Poso,ID,-1.3959,120.7524,76.33,87,100,4.47,overcast clouds
578,Vostok,RU,46.4856,135.8833,29.95,88,0,6.17,clear sky
579,Robertsganj,IN,24.7,83.0667,70.3,63,0,2.75,clear sky
580,Sinnamary,GF,5.3833,-52.95,82.67,81,98,9.82,light rain
581,Sola,VU,-13.8833,167.55,80.91,77,20,16.08,few clouds
582,Tenenkou,ML,14.4572,-4.9169,99.48,23,16,2.55,few clouds
583,Te Anau,NZ,-45.4167,167.7167,50.11,94,100,0.45,moderate rain
584,Visnes,NO,59.3556,5.2242,49.21,66,75,10.36,broken clouds
585,Flagstaff,US,35.1981,-111.6513,52.52,45,1,5.99,clear sky
586,Shushtar,IR,32.0455,48.8567,80.37,16,0,2.37,clear sky
587,Kampot,KH,10.6167,104.1833,78.85,90,74,6.04,light rain
588,Guisa,CU,20.255,-76.5386,88.29,50,72,1.1,broken clouds
589,Victor Harbor,AU,-35.5667,138.6167,52.81,84,28,9.48,scattered clouds
590,Swabi,PK,34.1199,72.4699,66.54,64,0,9.06,clear sky
591,Bilibino,RU,68.0546,166.4372,-3.91,100,100,0.22,overcast clouds
592,Ucluelet,CA,48.9329,-125.5528,51.1,93,100,14.79,overcast clouds
593,Haines Junction,CA,60.7522,-137.5108,28.11,99,100,1.05,overcast clouds
594,Kholodnyy,RU,62.7167,147.95,-7.58,99,90,2.95,overcast clouds
595,Sicamous,CA,50.8331,-118.9856,46.11,90,99,2.21,overcast clouds
596,Lulea,SE,65.5842,22.1547,23.07,93,0,3.44,clear sky
597,Axim,GH,4.8699,-2.2405,80.37,76,99,7.31,light rain
598,La Palma,US,33.8464,-118.0467,64.49,95,90,1.99,mist
599,Port Blair,IN,11.6667,92.75,80.64,78,85,1.23,overcast clouds
600,Shymkent,KZ,42.3,69.6,45.19,53,10,2.24,clear sky
601,Northam,GB,51.0333,-4.2167,56.01,75,99,16.84,overcast clouds
602,Iskateley,RU,67.6803,53.1512,27.46,83,37,12.62,scattered clouds
603,Rafraf,TN,37.1904,10.1837,73.71,80,100,5.12,overcast clouds
604,Labuan,MY,5.2767,115.2417,78.96,76,100,9.51,overcast clouds
605,La Ronge,CA,55.1001,-105.2842,35.29,76,17,15.84,few clouds
606,Nokaneng,BW,-19.6667,22.2667,96.96,15,26,2.84,scattered clouds
607,Shubarkuduk,KZ,49.1447,56.4872,51.89,72,48,8.19,scattered clouds
608,Sorland,NO,67.667,12.6934,42.1,56,74,10.92,broken clouds
609,Smithers,CA,54.7804,-127.1743,44.92,65,90,5.75,light rain
610,Burnie,AU,-41.0667,145.9167,51.94,71,98,11.23,overcast clouds
611,Sisophon,KH,13.5859,102.9737,75.22,91,98,7.25,overcast clouds
612,Hervey Bay,AU,-25.2986,152.8535,76.03,88,30,19.57,scattered clouds
613,Ambovombe,MG,-25.1667,46.0833,72.3,85,47,9.71,scattered clouds
614,Kambia,SL,9.1167,-12.9167,83.21,81,72,5.03,moderate rain
615,Ribeirao Branco,BR,-24.2208,-48.7656,80.02,33,53,6.64,broken clouds
616,Port Moresby,PG,-9.4431,147.1797,75.25,87,73,3.02,broken clouds
617,Zalantun,CN,48.0,122.7167,39.83,55,0,4.12,clear sky
618,Esso,RU,55.9333,158.7,23.95,99,100,3.11,overcast clouds
619,Margate,GB,51.3813,1.3862,55.89,66,78,11.79,broken clouds
620,Bonthe,SL,7.5264,-12.505,83.62,71,62,10.29,light rain
621,Clermont,FR,49.5,2.4167,56.93,65,9,3.65,clear sky
622,Gizo,SB,-8.103,156.8419,81.9,78,11,8.84,few clouds
623,Dzilam Gonzalez,MX,21.2833,-88.9333,77.85,90,100,2.06,overcast clouds
624,Okha,RU,53.5739,142.9478,32.67,93,31,8.39,scattered clouds
625,Mosquera,CO,4.7059,-74.2302,62.58,75,40,5.79,scattered clouds
626,Karaidel,RU,55.8337,56.9069,44.98,76,28,11.14,scattered clouds
627,Moose Factory,CA,51.2585,-80.6094,35.58,100,90,12.66,mist
628,Thinadhoo,MV,0.5333,72.9333,83.66,69,53,14.32,broken clouds
629,Fernley,US,39.608,-119.2518,51.91,83,91,1.99,overcast clouds
630,Marystown,CA,47.1666,-55.1483,61.86,100,100,3.0,overcast clouds
631,Kinablangan,PH,7.6947,126.5503,79.36,83,100,3.58,overcast clouds
632,Sakakah,SA,29.9697,40.2064,78.64,24,4,9.48,clear sky
633,Kashi,CN,39.4547,75.9797,48.85,21,2,0.51,clear sky
634,Kijang,KR,35.2442,129.2139,57.29,61,7,4.7,clear sky
635,Ewo,CG,-0.8725,14.8206,78.98,76,97,4.09,overcast clouds
636,Poplar Bluff,US,36.757,-90.3929,64.62,67,100,5.7,overcast clouds
637,Mandalgovi,MN,45.7625,106.2708,35.85,33,0,3.62,clear sky
638,Antofagasta,CL,-23.65,-70.4,63.48,63,29,9.82,scattered clouds
639,Areka,ET,7.0667,37.7,67.06,54,96,2.15,overcast clouds
640,Rastatt,DE,48.85,8.2,55.63,71,0,8.05,clear sky
641,Voh,NC,-20.9667,164.7,68.25,94,7,5.26,clear sky
642,Sioux Lookout,CA,50.1001,-91.917,37.47,93,75,5.75,broken clouds
643,Sayyan,YE,15.1718,44.3244,61.3,23,71,12.93,broken clouds
644,Aklavik,CA,68.2191,-135.0107,23.72,92,62,10.51,broken clouds
645,Punta Cardon,VE,11.6581,-70.215,85.82,66,20,22.01,few clouds
646,Benesov,CZ,49.7816,14.687,49.19,61,84,6.4,broken clouds
647,Uvinza,TZ,-5.1036,30.3911,80.2,49,48,5.14,scattered clouds
648,Iroquois Falls,CA,48.7669,-80.6831,36.41,86,100,9.17,light rain
649,Morgan City,US,29.6994,-91.2068,81.0,74,96,7.0,overcast clouds
650,Da Nang,VN,16.0678,108.2208,71.58,94,75,3.44,broken clouds
651,Tarnos,FR,43.5417,-1.4628,67.96,68,0,6.91,clear sky
652,Bagaces,CR,10.5271,-85.2548,82.33,69,86,0.09,overcast clouds
653,Constitucion,CL,-35.3333,-72.4167,58.32,54,7,16.28,clear sky
654,Portland,US,45.5234,-122.6762,53.29,94,90,1.01,mist
655,Kiunga,PG,-6.1219,141.2906,73.62,93,97,2.73,overcast clouds
656,Tulum,MX,20.2167,-87.4667,87.85,65,99,5.97,overcast clouds
657,Yarim,YE,14.298,44.3779,58.82,27,83,11.77,broken clouds
658,Krasnoarmeysk,RU,51.0239,45.6969,52.29,66,100,11.3,overcast clouds
659,Vegueta,PE,-11.0231,-77.6431,66.87,73,39,11.03,scattered clouds
660,Mogadishu,SO,2.0371,45.3438,80.2,81,10,9.95,clear sky
661,Along,IN,28.1667,94.7667,65.7,88,3,1.83,clear sky
662,Novosokolniki,RU,56.3463,30.1578,39.33,96,100,10.42,moderate rain
663,Erechim,BR,-27.6342,-52.2739,60.55,95,100,6.35,moderate rain
664,Sidi Ali,DZ,36.0998,0.4206,66.38,68,72,9.84,broken clouds
665,Nizhnyaya Tavda,RU,57.6731,66.1725,45.41,72,77,14.52,broken clouds
666,Banyo,CM,6.75,11.8167,72.23,88,61,2.51,light rain
667,Samba,IN,32.5667,75.1167,62.31,83,100,8.01,light rain
668,Brainerd,US,46.358,-94.2008,43.05,63,33,4.47,scattered clouds
669,Dali,CN,25.7,100.1833,54.21,91,0,3.36,clear sky
670,Rovinj,HR,45.08,13.64,62.42,68,12,10.87,few clouds
671,Cairns,AU,-16.9167,145.7667,75.15,89,40,0.0,scattered clouds
672,Simpang,ID,-1.2667,104.0833,75.42,90,50,1.23,scattered clouds
673,San Jeronimo,PE,-11.9472,-75.2829,66.83,30,70,1.36,broken clouds
674,Dubai,AE,25.2582,55.3047,84.78,59,0,5.12,clear sky
675,Shakawe,BW,-18.3667,21.85,89.04,26,70,5.7,broken clouds
676,Elektrenai,LT,54.7667,24.6333,43.52,81,55,10.47,broken clouds
677,Belaya Gora,RU,68.5333,146.4167,-12.68,97,75,3.6,broken clouds
678,Danilovka,RU,50.3557,44.1168,54.55,76,100,13.82,light rain
679,Tahe,CN,52.3333,124.7333,34.07,84,6,3.42,clear sky
680,Tommot,RU,58.9564,126.2925,35.55,88,77,4.03,broken clouds
681,Ludvika,SE,60.1496,15.1878,41.77,77,24,3.0,few clouds
682,Lensk,RU,60.7253,114.9278,37.63,97,100,9.62,light rain
683,Azangaro,PE,-14.9167,-70.2167,64.27,23,18,1.83,few clouds
684,Gonbad-E Qabus,IR,37.25,55.1672,61.75,30,0,3.85,clear sky
685,Port Keats,AU,-14.25,129.55,80.47,82,80,6.51,broken clouds
686,Bambanglipuro,ID,-7.95,110.2833,77.99,86,100,5.08,overcast clouds
687,Lengshuitan,CN,26.4111,111.5956,57.61,77,80,3.51,light rain
688,Springbok,ZA,-29.6643,17.8865,57.22,44,14,14.05,few clouds
689,Corrente,BR,-3.7367,-43.3394,89.71,49,100,4.27,overcast clouds
690,Abu Dhabi,AE,24.4667,54.3667,85.42,57,0,8.84,clear sky
691,Gijon,ES,43.5357,-5.6615,68.45,70,32,4.0,scattered clouds
692,Afsin,TR,38.2477,36.914,55.74,20,2,1.54,clear sky
693,Roseburg,US,43.2165,-123.3417,53.35,75,100,3.33,overcast clouds
694,Thabazimbi,ZA,-24.5917,27.4116,93.2,6,0,15.35,clear sky
695,Yangshe,CN,31.8899,120.6052,61.03,70,100,1.99,light rain
696,Boyolangu,ID,-8.1181,111.8935,77.0,88,100,4.72,overcast clouds
697,Anqing,CN,30.5092,117.0506,58.82,58,100,4.18,light rain
698,Yerbogachen,RU,61.2767,108.0108,33.8,76,100,11.1,overcast clouds
699,Jaca,ES,42.569,-0.5499,65.01,47,0,2.75,clear sky
700,Upata,VE,8.0086,-62.3989,84.2,63,83,8.28,broken clouds
701,Lakes Entrance,AU,-37.8811,147.981,51.57,70,74,17.16,broken clouds
